id,name,birth_date,source_url,birth_time_used,birth_Saturn_sign,birth_Saturn_degree,birth_Saturn_retrograde,birth_Mars_sign,birth_Mars_degree,birth_Mars_retrograde,birth_Venus_sign,birth_Venus_degree,birth_Venus_retrograde,birth_Jupiter_sign,birth_Jupiter_degree,birth_Jupiter_retrograde,birth_Rahu_mean_sign,birth_Rahu_mean_degree,birth_Rahu_mean_retrograde,birth_Ketu_sign,birth_Ketu_degree,birth_Ketu_retrograde
B200_046,John F. Kennedy,1917-05-29,https://en.wikipedia.org/wiki/John_F._Kennedy,False,Cancer,4.42034832,False,Aries,25.48022751,False,Taurus,23.62758234,False,Taurus,0.26156851,False,Sagittarius,19.79865039,True,Gemini,19.79865039,True
B200_047,Ronald Reagan,1911-02-06,https://en.wikipedia.org/wiki/Ronald_Reagan,False,Aries,8.21364178,False,Sagittarius,11.42896908,False,Aquarius,11.1333948,False,Libra,21.13045447,False,Aries,21.89243887,True,Libra,21.89243887,True
B200_048,Margaret Thatcher,1925-10-13,https://en.wikipedia.org/wiki/Margaret_Thatcher,False,Libra,20.97096152,False,Virgo,16.72784104,False,Scorpio,9.39997034,False,Sagittarius,21.68465878,False,Cancer,7.6958546,True,Capricorn,7.6958546,True
B200_049,Indira Gandhi,1917-11-19,https://en.wikipedia.org/wiki/Indira_Gandhi,False,Cancer,21.7845042,False,Leo,16.25550953,False,Sagittarius,20.75144387,False,Taurus,15.03312156,True,Sagittarius,10.57802641,True,Gemini,10.57802641,True
B200_050,Jawaharlal Nehru,1889-11-14,https://en.wikipedia.org/wiki/Jawaharlal_Nehru,False,Leo,10.78174288,False,Virgo,9.83895578,False,Libra,7.06359702,False,Sagittarius,15.12838439,False,Gemini,12.74025479,True,Sagittarius,12.74025479,True
B200_051,Rosa Parks,1913-02-04,https://en.wikipedia.org/wiki/Rosa_Parks,False,Taurus,4.56472199,False,Sagittarius,26.06073616,False,Pisces,8.9799756,False,Sagittarius,14.4651746,False,Pisces,13.26119939,True,Virgo,13.26119939,True
B200_052,Martin Luther King Jr,1929-01-15,https://en.wikipedia.org/wiki/Martin_Luther_King_Jr.,False,Sagittarius,2.46275963,False,Taurus,29.07461389,True,Aquarius,17.40837782,False,Aries,8.29359652,False,Taurus,4.63527784,True,Scorpio,4.63527784,True
B200_053,Malcolm X,1925-05-19,https://en.wikipedia.org/wiki/Malcolm_X,False,Libra,16.90516525,True,Gemini,13.25126814,False,Taurus,11.90209237,False,Sagittarius,29.58444526,True,Cancer,15.48569084,True,Capricorn,15.48569084,True
B200_054,Anne Frank,1929-06-12,https://en.wikipedia.org/wiki/Anne_Frank,False,Sagittarius,4.83139671,True,Cancer,24.22347896,False,Aries,13.7322248,False,Taurus,7.12876074,False,Aries,26.79245009,True,Libra,26.79245009,True
B200_055,Helen Keller,1880-06-27,https://en.wikipedia.org/wiki/Helen_Keller,False,Aries,5.15892338,False,Cancer,23.32721511,False,Gemini,9.38375298,False,Pisces,24.60139332,False,Sagittarius,14.3442558,True,Gemini,14.3442558,True
B200_056,Gianluigi Buffon,1978-01-28,https://en.wikipedia.org/wiki/Gianluigi_Buffon,False,Leo,5.0436809,True,Cancer,5.51684292,True,Capricorn,16.15917538,False,Gemini,3.36665314,True,Virgo,15.54754217,True,Pisces,15.54754217,True
B200_057,Zinedine Zidane,1972-06-23,https://en.wikipedia.org/wiki/Zinedine_Zidane,False,Taurus,19.45434546,False,Cancer,3.24589263,False,Taurus,29.47467993,True,Sagittarius,10.14469977,True,Capricorn,3.91625718,True,Cancer,3.91625718,True
B200_058,Ronaldinho,1980-03-21,https://en.wikipedia.org/wiki/Ronaldinho,False,Leo,29.48650904,True,Leo,3.89289566,True,Aries,22.63112006,False,Leo,8.58579257,True,Leo,4.05478045,True,Aquarius,4.05478045,True
B200_059,Ronaldo,1976-09-18,https://en.wikipedia.org/wiki/Ronaldo_(Brazilian_footballer),False,Cancer,19.19755987,False,Virgo,22.86872406,False,Virgo,27.04949479,False,Taurus,7.67061351,False,Libra,11.88458337,True,Aries,11.88458337,True
B200_060,Roger Federer,1981-08-08,https://en.wikipedia.org/wiki/Roger_Federer,False,Virgo,12.62737042,False,Gemini,20.49817967,False,Leo,24.3570399,False,Virgo,13.74634971,False,Cancer,7.29380487,True,Capricorn,7.29380487,True
B200_061,Rafael Nadal,1986-06-03,https://en.wikipedia.org/wiki/Rafael_Nadal,False,Scorpio,12.26755352,True,Sagittarius,29.26122542,False,Gemini,21.79150924,False,Aquarius,26.81254028,False,Aries,4.02783628,True,Libra,4.02783628,True
B200_062,Novak Djokovic,1987-05-22,https://en.wikipedia.org/wiki/Novak_Djokovic,False,Scorpio,25.46830262,True,Gemini,7.21440954,False,Aries,12.38204854,False,Pisces,25.18671545,False,Pisces,15.32165164,True,Virgo,15.32165164,True
B200_063,Martina Navratilova,1956-10-18,https://en.wikipedia.org/wiki/Martina_Navratilova,False,Scorpio,7.5333428,False,Aquarius,20.32581855,False,Leo,20.99030967,False,Leo,28.04558719,False,Scorpio,7.40170685,True,Taurus,7.40170685,True
B200_064,Venus Williams,1980-06-17,https://en.wikipedia.org/wiki/Venus_Williams,False,Leo,27.18473972,False,Leo,24.16548605,False,Taurus,29.39259603,True,Leo,10.46524545,False,Cancer,29.39148168,True,Capricorn,29.39148168,True
B200_065,Sachin Tendulkar,1973-12-24,https://en.wikipedia.org/wiki/Sachin_Tendulkar,False,Gemini,7.65914818,True,Aries,6.55029317,False,Capricorn,16.0433031,False,Capricorn,19.30937742,False,Sagittarius,4.82362788,True,Gemini,4.82362788,True
B200_066,Ricky Ponting,1974-12-19,https://en.wikipedia.org/wiki/Ricky_Ponting,False,Gemini,23.35162202,True,Scorpio,12.54134719,False,Sagittarius,14.17780509,False,Aquarius,17.87553387,False,Scorpio,15.74649443,True,Taurus,15.74649443,True
B200_067,Steve Smith,1972-02-17,https://en.wikipedia.org/wiki/Steve_Smith_(cricketer),False,Taurus,6.38106888,False,Aries,11.09374071,False,Pisces,14.92814824,False,Sagittarius,8.4537598,False,Capricorn,10.64624622,True,Cancer,10.64624622,True
B200_068,Wasim Akram,1966-06-03,https://en.wikipedia.org/wiki/Wasim_Akram,False,Pisces,5.11806537,False,Taurus,10.57708159,False,Aries,9.78534678,False,Gemini,12.54773573,False,Taurus,1.13465447,True,Scorpio,1.13465447,True
B200_069,Brian Lara,1969-05-02,https://en.wikipedia.org/wiki/Brian_Lara,False,Aries,6.89478362,False,Scorpio,23.17610652,True,Pisces,17.20666067,False,Virgo,3.32985371,True,Pisces,4.75112011,True,Virgo,4.75112011,True
B200_070,Viv Richards,1952-02-18,https://en.wikipedia.org/wiki/Viv_Richards,False,Virgo,21.25145641,True,Libra,18.67819172,False,Capricorn,3.49977773,False,Pisces,20.53445757,False,Aquarius,7.70016973,True,Leo,7.70016973,True
B200_071,Imran Khan,1952-11-25,https://en.wikipedia.org/wiki/Imran_Khan,False,Virgo,29.99062721,False,Capricorn,9.59778802,False,Sagittarius,18.49138852,False,Aries,20.46844921,True,Capricorn,22.80940151,True,Cancer,22.80940151,True
B200_072,Shane Warne,1969-09-13,https://en.wikipedia.org/wiki/Shane_Warne,False,Aries,15.04479062,True,Sagittarius,1.89906788,False,Cancer,24.90949387,False,Virgo,17.32453515,False,Aquarius,27.65018646,True,Leo,27.65018646,True
B200_073,Elon Musk,1971-06-28,https://en.wikipedia.org/wiki/Elon_Musk,False,Taurus,7.6913359,False,Capricorn,27.48564145,False,Taurus,26.2647928,False,Scorpio,4.16501086,True,Capricorn,23.0463836,True,Cancer,23.0463836,True
B200_074,Bill Gates,1955-10-28,https://en.wikipedia.org/wiki/Bill_Gates,False,Libra,28.26038052,False,Virgo,16.39252642,False,Libra,26.05186704,False,Leo,4.43551347,False,Scorpio,26.26687799,True,Taurus,26.26687799,True
B200_075,Jeff Bezos,1964-01-12,https://en.wikipedia.org/wiki/Jeff_Bezos,False,Capricorn,28.28049941,False,Capricorn,6.05524801,False,Aquarius,0.98072247,False,Pisces,18.59038192,False,Gemini,17.39671057,True,Sagittarius,17.39671057,True
B200_076,Steve Jobs,1955-02-24,https://en.wikipedia.org/wiki/Steve_Jobs,False,Libra,27.9221635,False,Aries,5.40874906,False,Sagittarius,27.21437374,False,Gemini,27.31288441,True,Sagittarius,9.30292339,True,Gemini,9.30292339,True
B200_077,Mark Zuckerberg,1984-05-14,https://en.wikipedia.org/wiki/Mark_Zuckerberg,False,Libra,18.61438775,True,Libra,26.08027922,True,Aries,21.48548749,False,Sagittarius,18.98982356,True,Taurus,13.77185579,True,Scorpio,13.77185579,True
B200_078,Larry Page,1973-03-26,https://en.wikipedia.org/wiki/Larry_Page,False,Taurus,21.66641108,False,Capricorn,6.24680615,False,Pisces,8.55461255,False,Capricorn,12.53558011,False,Sagittarius,19.29045436,True,Gemini,19.29045436,True
B200_079,Sergey Brin,1973-08-21,https://en.wikipedia.org/wiki/Sergey_Brin,False,Gemini,8.48890079,False,Aries,10.04665605,False,Virgo,9.43154347,False,Capricorn,11.01836861,True,Sagittarius,11.44763265,True,Gemini,11.44763265,True
B200_080,Jack Ma,1964-09-10,https://en.wikipedia.org/wiki/Jack_Ma,False,Aquarius,7.07428652,True,Cancer,3.706151,False,Cancer,9.01156262,False,Taurus,2.73900903,False,Gemini,4.57263529,True,Sagittarius,4.57263529,True
B200_081,Satya Nadella,1967-08-19,https://en.wikipedia.org/wiki/Satya_Nadella,False,Pisces,18.5234546,True,Libra,23.08570035,False,Leo,18.1704122,True,Cancer,24.47717663,False,Aries,7.71217086,True,Libra,7.71217086,True
B200_082,Tim Cook,1960-11-01,https://en.wikipedia.org/wiki/Tim_Cook,False,Sagittarius,20.2355496,False,Gemini,22.98573345,False,Scorpio,19.84531798,False,Sagittarius,7.8161536,False,Leo,19.23843073,True,Aquarius,19.23843073,True
B200_083,Sundar Pichai,1972-07-10,https://en.wikipedia.org/wiki/Sundar_Pichai,False,Taurus,21.51201412,False,Cancer,14.01042124,False,Taurus,24.77401471,False,Sagittarius,8.02114829,True,Capricorn,3.01539251,True,Cancer,3.01539251,True
B200_084,Sheryl Sandberg,1969-08-28,https://en.wikipedia.org/wiki/Sheryl_Sandberg,False,Aries,15.46777036,True,Scorpio,23.15153112,False,Cancer,5.83815595,False,Virgo,14.06454737,False,Aquarius,28.49805913,True,Leo,28.49805913,True
B200_085,Susan Wojcicki,1968-07-23,https://en.wikipedia.org/wiki/Susan_Wojcicki,False,Aries,1.95166826,False,Gemini,27.98638161,False,Cancer,16.37809813,False,Leo,13.03350763,False,Pisces,19.74786817,True,Virgo,19.74786817,True
B200_086,Marissa Mayer,1975-05-30,https://en.wikipedia.org/wiki/Marissa_Mayer,False,Gemini,23.28340368,False,Pisces,13.34035707,False,Gemini,29.1986486,False,Pisces,22.93802075,False,Scorpio,7.16178449,True,Taurus,7.16178449,True
B200_087,Bob Iger,1951-02-10,https://en.wikipedia.org/wiki/Bob_Iger,False,Virgo,8.43162811,True,Aquarius,21.71186893,False,Aquarius,18.86469293,False,Aquarius,20.16016717,False,Aquarius,27.4662075,True,Leo,27.4662075,True
B200_088,Mary Barra,1961-12-24,https://en.wikipedia.org/wiki/Mary_Barra,False,Capricorn,5.51125637,False,Sagittarius,6.4943764,False,Sagittarius,1.00956428,False,Capricorn,15.50044014,False,Cancer,27.08775425,True,Capricorn,27.08775425,True
B200_089,Jamie Dimon,1956-03-13,https://en.wikipedia.org/wiki/Jamie_Dimon,False,Scorpio,9.56250399,True,Sagittarius,15.69943728,False,Aries,13.11145022,False,Leo,0.09315938,True,Scorpio,19.00696659,True,Taurus,19.00696659,True
B200_090,Lloyd Blankfein,1954-09-20,https://en.wikipedia.org/wiki/Lloyd_Blankfein,False,Libra,13.67081459,False,Sagittarius,18.42121128,False,Libra,19.00214051,False,Cancer,1.80871077,False,Sagittarius,17.62267607,True,Gemini,17.62267607,True
B200_091,Warren Buffett,1930-08-30,https://en.wikipedia.org/wiki/Warren_Buffett,False,Sagittarius,12.45927199,True,Gemini,8.38306129,False,Virgo,29.23571429,False,Gemini,20.69672575,False,Aries,3.26396721,True,Libra,3.26396721,True
B200_092,Mukesh Ambani,1957-04-19,https://en.wikipedia.org/wiki/Mukesh_Ambani,False,Scorpio,20.477707,True,Taurus,27.22740629,False,Aries,7.1751344,False,Leo,29.87369737,True,Libra,27.70416111,True,Aries,27.70416111,True
B200_093,Beyonce,1981-09-04,https://en.wikipedia.org/wiki/Beyonc%C3%A9,False,Virgo,15.44010062,False,Cancer,7.94166038,False,Virgo,26.47844177,False,Virgo,18.76665841,False,Cancer,5.86302006,True,Capricorn,5.86302006,True
B200_094,Albert Einstein,1879-03-14,https://en.wikipedia.org/wiki/Albert_Einstein,False,Pisces,12.02157941,False,Capricorn,4.77539316,False,Pisces,24.87065192,False,Aquarius,5.32082803,False,Capricorn,9.30354727,True,Cancer,9.30354727,True
B200_095,Stephen Hawking,1942-01-08,https://en.wikipedia.org/wiki/Stephen_Hawking,False,Aries,28.79229942,True,Aries,5.28556557,False,Capricorn,27.7333813,False,Taurus,19.63482102,True,Leo,23.39985788,True,Aquarius,23.39985788,True
B200_096,Marie Curie,1867-11-07,https://en.wikipedia.org/wiki/Marie_Curie,False,Scorpio,3.27214319,False,Scorpio,7.64885164,False,Scorpio,3.63762708,False,Aquarius,5.99812016,False,Leo,18.95593358,True,Aquarius,18.95593358,True
B200_097,Donald Trump,1946-06-14,https://en.wikipedia.org/wiki/Donald_Trump,False,Cancer,0.69705897,False,Leo,3.60416926,False,Cancer,2.49003989,False,Virgo,24.34777885,True,Taurus,27.65869549,True,Scorpio,27.65869549,True
B200_098,Barack Obama,1961-08-04,https://en.wikipedia.org/wiki/Barack_Obama,False,Capricorn,2.06248752,True,Leo,28.80652704,False,Gemini,7.64955254,False,Capricorn,7.63069612,True,Leo,4.61262516,True,Aquarius,4.61262516,True
B200_099,John D. Rockefeller,1839-07-08,https://en.wikipedia.org/wiki/John_D._Rockefeller,False,Scorpio,12.82857119,True,Virgo,14.2660642,False,Leo,8.47864628,False,Virgo,18.69815996,False,Aquarius,27.37171374,True,Leo,27.37171374,True
B200_100,Stan Lee,1922-12-28,https://en.wikipedia.org/wiki/Stan_Lee,False,Virgo,26.41530342,False,Aquarius,19.67189636,False,Scorpio,4.7556565,False,Libra,19.85512964,False,Virgo,1.74778082,True,Pisces,1.74778082,True
B200_101,Mahatma Gandhi,1869-10-02,https://en.wikipedia.org/wiki/Mahatma_Gandhi,False,Scorpio,20.35653711,False,Libra,26.64042405,False,Libra,24.86926389,False,Aries,28.10968041,True,Cancer,12.12639951,True,Capricorn,12.12639951,True
B200_102,Abraham Lincoln,1809-02-12,https://en.wikipedia.org/wiki/Abraham_Lincoln,False,Scorpio,11.94661438,False,Libra,4.29702328,False,Pisces,16.23680354,False,Pisces,0.88444168,False,Libra,15.74388679,True,Aries,15.74388679,True
B200_103,Nelson Mandela,1918-07-18,https://en.wikipedia.org/wiki/Nelson_Mandela,False,Cancer,22.30349785,False,Virgo,19.83326687,False,Taurus,29.81055568,False,Gemini,8.43496223,False,Scorpio,27.80693242,True,Taurus,27.80693242,True
B200_104,Walt Disney,1901-12-05,https://en.wikipedia.org/wiki/Walt_Disney,False,Sagittarius,22.21332432,False,Sagittarius,16.13788243,False,Capricorn,7.4446857,False,Sagittarius,22.94358738,False,Libra,19.41598539,True,Aries,19.41598539,True
B200_105,Henry Ford,1863-07-30,https://en.wikipedia.org/wiki/Henry_Ford,False,Virgo,9.56409363,False,Leo,5.95909256,False,Virgo,0.05781357,False,Virgo,28.43893819,False,Scorpio,11.67666259,True,Taurus,11.67666259,True
B200_106,Michael Jackson,1958-08-29,https://en.wikipedia.org/wiki/Michael_Jackson,False,Scorpio,25.83808297,False,Aries,28.51872317,False,Cancer,23.14691508,False,Libra,5.16782229,False,Libra,1.36711103,True,Aries,1.36711103,True
