iter	Logloss
326	0.01875245462
327	0.01865693118
328	0.01854602891
329	0.01842487342
330	0.01836275645
331	0.01823891625
332	0.01813074721
333	0.01804294959
334	0.01792902375
335	0.01785883052
336	0.01776940648
337	0.01767618647
338	0.01759948615
339	0.01750877019
340	0.01742818898
341	0.01734530799
342	0.0172516081
343	0.01716005092
344	0.01709028539
345	0.01701999904
346	0.01693872156
347	0.01683836328
348	0.01677836943
349	0.01668863337
350	0.01660903144
351	0.01653077222
352	0.01644140131
353	0.01636655408
354	0.01627880115
355	0.01619245364
356	0.01613256441
357	0.01605879986
358	0.01599004202
359	0.01593818288
360	0.01585329759
361	0.01578471466
362	0.01571619585
363	0.01564739584
364	0.01557253354
365	0.01550032259
366	0.01542601753
367	0.01535703145
368	0.0152925783
369	0.01524451531
370	0.0151806362
371	0.01512941636
372	0.01504637736
373	0.01498035109
374	0.01494274002
375	0.01485694862
376	0.0147971262
377	0.01474123093
378	0.01468104405
379	0.01461560089
380	0.01453630751
381	0.01445079216
382	0.01438640538
383	0.0143264063
384	0.01426245272
385	0.0141840144
386	0.01411262106
387	0.01404021812
388	0.01398965717
389	0.01392180919
390	0.01384490687
391	0.01380839442
392	0.01375055714
393	0.01368901631
394	0.0136440275
395	0.01356723651
396	0.01351376089
397	0.01343241416
398	0.01336826937
399	0.01331306871
400	0.01326995694
401	0.01320945481
402	0.01313821208
403	0.01308682386
404	0.01302625055
405	0.01293255981
406	0.01287708493
407	0.01283018773
408	0.01277982879
409	0.01274586308
410	0.01266942496
411	0.01263007954
412	0.01258156288
413	0.01254633948
414	0.01247782702
415	0.01242175161
416	0.01236686691
417	0.01230913669
418	0.01224534904
419	0.012184228
420	0.01212507963
421	0.012088563
422	0.01204179359
423	0.01200209223
424	0.01195440477
425	0.01192207262
426	0.01187632891
427	0.01183208863
428	0.01178422086
429	0.01174600829
430	0.01169903399
431	0.01166113825
432	0.01161689004
433	0.01156697676
434	0.01153532832
435	0.01150740443
436	0.01146366242
437	0.0114179803
438	0.01137620661
439	0.01133371532
440	0.01127697022
441	0.01124580132
442	0.01119679502
443	0.01115842714
444	0.0110996597
445	0.01107993699
446	0.01103765336
447	0.01099385726
448	0.01095550662
449	0.01092773639
450	0.01087755298
451	0.01084421959
452	0.0107939759
453	0.0107764743
454	0.0107533619
455	0.01069141392
456	0.01065369858
457	0.01061054072
458	0.01058295464
459	0.01055211423
460	0.01050418983
461	0.01045805231
462	0.01042419339
463	0.0103890888
464	0.01035885381
465	0.01030334452
466	0.01025836233
467	0.01023343074
468	0.01019660704
469	0.01016146805
470	0.01011743012
471	0.01008661106
472	0.01005263994
473	0.0100176533
474	0.009994577482
475	0.009957141061
476	0.009925648728
477	0.009887483898
478	0.009863964258
479	0.009833140577
480	0.009812434747
481	0.009775883793
482	0.009741630875
483	0.009701579777
484	0.009669454332
485	0.009635623894
486	0.009597260455
487	0.009552106397
488	0.009531348301
489	0.009506391617
490	0.00947855187
491	0.009454057388
492	0.009419042088
493	0.009388283826
494	0.009364132991
495	0.009322626555
496	0.009304037746
497	0.009276874666
498	0.009244820999
499	0.009208059764
